date,text
2022-01-21,Лавров: Россия уже слышала устную реакцию США на переговоры по безопасности 
2022-01-21,Лавров ответил на вопрос о длительности встречи с Блинкеном 
2022-01-21,Захарова задала главе МИД Британии три вопроса после ее слов об Украине 
2022-01-21,Новый резидент ОЭЗ Москвы будет развивать 3D-металлопечать 
2022-01-21,"Трамп объяснил, почему при нем не было проблем с Украиной "
2022-01-21,МИД Киргизии вручил ноту Казахстану 
2022-01-21,Белоруссия обратится в суды для взыскания ущерба из-за инцидента с Ryanair 
2022-01-21,Путин поручил повысить пенсии военным 
2022-01-21,Шойгу предложил главе Минобороны Британии встретиться в Москве 
2022-01-21,"Лукашенко рассказал, при каком условии признает передачу власти "
2022-01-21,"За беспорядками в Казахстане стоят иностранные спецслужбы, заявил Лукашенко "
2022-01-21,Мишустин призвал следить за своевременностью выплат медикам в регионах 
2022-01-21,"От ""Журавлей"" до K-pop. Россия и Корея завершают Год культурных обменов "
2022-01-21,"Россия не позволит США заболтать тему безопасности, считает сенатор "
2022-01-21,"Ни Белоруссия, ни Россия не хочет войны, заявил Лукашенко "
2022-01-21,Власти направят средства на лекарства для лечения COVID-19 
2022-01-21,ЛНР обнаружила за неделю 15 единиц техники ВСУ в Донбассе 
2022-01-21,"Лавров выразил надежду, что США были заняты сутью идей по безопасности "
2022-01-21,"Фламинго Гриша, найденный в Якутии, прибыл в Красноярский зоопарк "
2022-01-21,Пользователи Tele2 пожаловались на сбои в работе оператора 
2022-01-21,"Инфекционист допустил рост заражений ""омикроном"" в течение всего февраля "
2022-01-21,Постпред России выступил против искусственных дедлайнов в вопросе СВПД 
2022-01-21,Лукашенко отреагировал на отчет ИКАО по инциденту с самолетом Ryanair 
2022-01-21,"Суд признал законным включение ""Медиазоны""* в реестр иноагентов "
2022-01-21,"Москва ждет реакции на проекты документов по безопасности, заявил Путин  "
2022-01-21,В Кремле назвали сроки проведения заседания президиума Госсовета 
2022-01-21,TikTok обсуждает идею ввести сервис платных подписок 
2022-01-21,Авторам откровенного фото на фоне мечети в Москве предъявили обвинения 
2022-01-21,"В Казани будут судить женщину, избивавшую дочь, чтобы отомстить мужу "
2022-01-21,"Встреча с Блинкеном может помочь США подготовить ответы, заявил Лавров "
2022-01-21,В Россотрудничестве не стали комментировать возможное назначение Поклонской 
2022-01-21,Лукашенко назвал марши неонацистов на Украине неприемлемыми для Белоруссии 
2022-01-21,Блинкен заявил о приверженности США диалогу с Россией 
2022-01-21,Названы самые популярные в России регионы для гастрономического туризма 
2022-01-21,СМИ: в Йемене десятки человек погибли из-за авиаудара саудовских ВВС 
2022-01-21,В Приангарье мужчину арестовали за сексуальные посягательства на ребенка 
2022-01-21,Лавров не ждет прорывов от встречи с Блинкеном 
2022-01-21,Переговоры Лаврова и Блинкена начались в Женеве 
2022-01-21,В Благовещенске ремонт улицы Мухина завершат в 2022 году 
2022-01-21,Рябков рассказал о настрое перед переговорами с США 
2022-01-21,Липецкие власти увеличат господдержку фермеров и кооперативов 
2022-01-21,"Инфекционист предположил, что пандемия COVID-19 завершится на ""омикроне"" "
2022-01-21,Юрий Башмет отметит день рождения на сцене с музыкой и ветром 
2022-01-21,В Подмосковье за сутки умер 41 человек с COVID-19 
2022-01-21,В Москве за сутки госпитализировали 1064 пациента с COVID-19 
2022-01-21,Во Франции заявили об угрозе антисемитизма 
2022-01-21,В России за сутки выздоровели 24 719 человек после лечения от COVID-19 
2022-01-21,"В Кремле рассказали, планирует ли Путин говорить по телефону с Эрдоганом "
2022-01-21,В Кремле назвали цели встречи Лаврова и Блинкена 
2022-01-21,Проекты ГЧП на 320 млрд руб реализуются сейчас в Подмосковье 
2022-01-21,"В Кремле выразили надежду на скорое признание ""Спутника V"" ВОЗ "
2022-01-21,В Кремле назвали ситуацию с омикрон-штаммом предсказуемой 
2022-01-21,Вирусолог раскрыл причину роста случаев COVID-19 среди детей 
2022-01-21,В Кремле ответили на вопрос о размещении российских военных баз в Венесуэле 
2022-01-21,Песков рассказал о самочувствии Путина 
2022-01-21,"В Челябинской области появилась урна для окурков ""с голосованием"" "
2022-01-21,В Красноярске проверят информацию о забытой при эвакуации девочке-инвалиде 
2022-01-21,"Россия, Иран и Китай отработали противодействие пиратству в Аравийском море "
2022-01-21,"ФАС предложила изымать акции стратегических компаний, купленные незаконно "
2022-01-21,В Керчи все школы эвакуировали из-за сообщений о минировании 
2022-01-21,Страшный пожар - кара за гордыню. Мистика Меншиковой башни 
2022-01-21,Омбудсмен призвала вывести суррогатное материнство из коммерческого сектора 
2022-01-21,Росавиация предупредила о возможных проблемах при полетах в странах с 5G 
2022-01-21,Телеведущий Соловьев прокомментировал новый проект антироссийских санкций 
2022-01-21,Биография Анатолия Наймана 
2022-01-21,"Военное освоение НАТО территории Украины неприемлемо, заявил МИД "
2022-01-21,"В Иркутске суд арестовал мужчину, пытавшегося похитить шестилетнего ребенка "
2022-01-21,В МИД ответили на вопрос о возможности возрождения СССР 
2022-01-21,"Политика сдерживания России и Китая не имеет хороших перспектив, заявил МИД "
2022-01-21,Умер американский певец Meat Loaf 
2022-01-21,В Москве изъяли из продажи опасные для здоровья детские игрушки 
2022-01-21,ОБСЕ подтвердила сообщения о повреждении жилого дома в ЛНР при обстреле 
2022-01-21,Предложения по гарантиям включают вывод сил НАТО из Болгарии и Румынии 
2022-01-21,Сын Леонида Куравлева сообщил о небольшом улучшении состояния актера 
2022-01-21,"AUKUS подрывает договор о нераспространении ядерного оружия, заявили в КНР "
2022-01-21,Почти каждый третий россиянин полностью отказался от наличных 
2022-01-21,В Совфеде назвали законопроект США о ленд-лизе для Украины провокацией 
2022-01-21,"В Югре суд прекратил дело мужчины, избившего врача из-за осмотра его жены "
2022-01-21,Чернышенко сообщил о росте числа аспирантов в российских вузах 
2022-01-21,Депутат от КПРФ ответил Митрохину на предложение захоронить Ленина 
2022-01-21,"Киев готовится к активным боевым действиям, заявили в ДНР "
2022-01-21,Памела Андерсон подала на развод 
2022-01-21,В Уфе пенсионерка отбилась от грабителя с ножом 
2022-01-21,"Россия сможет пережить введение санкций, заявил Зеленский "
2022-01-21,"Госдума объяснила, на какие выплаты могут рассчитывать родители в 2022 году "
2022-01-21,"Шольц и Джонсон пригрозили России ""издержками"" при эскалации на Украине "
2022-01-21,Токаев заявил о необходимости переформатировать систему образования 
2022-01-21,Правительству Михаила Мишустина исполнилось два года 
2022-01-21,"Врач назвал главный плюс ""омикрона"" "
2022-01-21,"Болевших COVID-19 может быть гораздо больше, чем официально, заявил врач "
2022-01-21,В Ивановской области двоих экс-чиновников обвинили в получении взяток  
2022-01-21,"Токаев поручил смягчить ограничения для бизнеса из-за ""омикрона"" "
2022-01-21,Подмосковный полицейский случайно ранил сожительницу из травмата 
2022-01-21,Times: Британия дополнительно перебросит военных ближе к Украине 
2022-01-21,Украине предрекли дефолт 
2022-01-21,"Перенесшая инсульт Проклова сообщила, что чувствует себя гораздо лучше "
2022-01-21,"Билайн адаптировал ""Билайн AI-Поиск людей"" для работы с всепогодными БПЛА "
2022-01-21,"Москвичи сдали на утилизацию более 20,1 тысячи хвойных деревьев "
2022-01-21,"В Германии назвали условие для неуплаты компенсации за ""Северный поток — 2"" "
2022-01-21,В Благовещенске девушка с ДЦП приняла участие в крещенских купаниях 
2022-01-21,В симферопольских школах отменили занятия из-за сообщений о минировании 
2022-01-21,Эксперт спрогнозировал значительный рост международных резервов России 
2022-01-21,Токаев назвал главную причину беспорядков в Казахстане 
2022-01-21,Найденного в Якутии розового фламинго отправили в Красноярский зоопарк 
2022-01-21,Чернышенко рассказал о турпоездках россиян в новогодние праздники 
2022-01-21,В Красноярском крае девять человек пострадали в ДТП с двумя автобусами 
2022-01-21,"В Кузбассе задержали пассажира, ударившего по лицу бортпроводника "
2022-01-21,"Россия и КНР хотят заполнить политический вакуум, считают в британском МИД "
2022-01-21,Блинкен рассказал об ожиданиях от предстоящей встречи с Лавровым 
2022-01-21,Во Владивостоке водитель автобуса пожаловался на 15-часовой рабочий день 
2022-01-21,Два дивизиона С-400 отправили с Дальнего Востока в Белоруссию 
2022-01-21,Миллиардные вложения Украины в добычу газа дали ошеломляющий результат 
2022-01-21,Хорошего понемножку: почему Россия распродала госдолг США 
2022-01-21,Дело прошлое. Как время помогает убийцам уйти от наказания 
2022-01-21,Злодей и чудотворец. Как в мировом кино показывают Распутина 
2022-01-21,"Володин рассказал, когда фракции обсудят признание ДНР и ЛНР "
2022-01-21,Названы самые популярные курорты для отдыха с детьми в феврале 
2022-01-21,Московские врачи поставили рекорд по числу высокотехнологичных операций 
2022-01-21,"В Мосгордуме призвали захоронить Ленина ""рядом с родственниками"" "
2022-01-21,Источник раскрыл подробности обвинения замглавы Минтранса Токарева 
2022-01-21,Россиян предупредили о новой схеме мошенничества под предлогом инвестиций 
2022-01-21,Эксперт назвала обязательное условие для перехода на зеленую энергетику 
2022-01-21,При взрыве грузовика в Гане погибли не менее 17 человек 
2022-01-21,"Антонов обвинил США в ""раздувании мыльного пузыря"" из-за Украины "
2022-01-21,В США рассказали о консультациях с союзниками по антироссийским санкциям 
2022-01-21,"В Германии заявили, что стране срочно нужен ""Северный поток — 2"" "
2022-01-21,В Приморье впервые за сто лет заметили детеныша амурского горала 
2022-01-21,"Диетолог рассказала, как избежать ""сахарной ломки"" "
2022-01-21,В 2021 году завели более 800 дел из-за нарушений закона при госзакупках 
2022-01-21,"Исследование показало, на каких сайтах сидят самые агрессивные пользователи "
2022-01-21,Исследование: женщины с возрастом становятся агрессивнее мужчин в соцсетях 
2022-01-21,"Экономист объяснила, почему доллары лучше покупать в пятницу "
2022-01-21,"Вышел трейлер финального сезона ""Ходячих мертвецов"" "
2022-01-21,"Сноуден дал совет журналистам, раздувавшим тему ""гаванского синдрома"" "
2022-01-21,"Иммунолог назвал первый признак ""омикрона"" у детей "
2022-01-21,Как не пострадать от совместной волны гриппа и COVID-19 
2022-01-21,"Постпред США не ответила, когда Вашингтон поднимет вопрос Украины в СБ ООН "
2022-01-21,Эксперты раскрыли самые эффективные способы борьбы с джетлагом 
2022-01-21,Курдские СДС взяли контроль над тюрьмой с террористами в Сирии 
2022-01-21,Депутат Рады показал пустые полки в магазине после слов Зеленского о войне 
2022-01-21,Аналитик назвал срок нового укрепления рубля 
2022-01-21,Минтуризма Египта назвало причину ввода новых правил въезда для туристов 
2022-01-21,США обвинили белорусских чиновников в сговоре для посадки самолета Ryanair 
2022-01-21,"Захарова показала, как украсят стол переговоров Лаврова и Блинкена "
2022-01-21,"Источники рассказали, сколько продлится встреча Лаврова и Блинкена в Женеве "
2022-01-21,Блинкен прибыл в Женеву для переговоров с Лавровым 
2022-01-20,СК проверяет данные о гибели беременных и младенцев в Белгородской области 
2022-01-20,"Врачи рассказали, кому грозят проблемы с памятью "
2022-01-20,Северный поток остался основным маршрутом поставок российского газа в ЕС 
2022-01-20,Вышинский ответил на обвинения Госдепа в пропаганде в адрес российских СМИ 
2022-01-20,Зеленский прогулялся с Дудой по горам в Польше 
2022-01-20,В Еврокомиссии призвали не ждать снижение цен на газ 
2022-01-20,Британские парламентарии посетили Донбасс 
2022-01-20,Песков прокомментировал идею Эрдогана провести встречу Путина и Зеленского 
2022-01-20,"Блинкен назвал темы, которые хочет обсудить с Лавровым "
2022-01-20,"На Украине заявили о допуске к сертификации ""Северного потока — 2"" "
2022-01-20,"Украина шокирована выступлением Байдена, считает эксперт "
2022-01-20,Постпред не увидел смысла в продолжении разговора России и НАТО 
2022-01-20,Парламент Австрии поддержал введение обязательной вакцинации от COVID-19 
2022-01-20,Оппозиционная платформа отреагировала на санкции США против депутатов 
2022-01-20,Когда Великий пост и Пасха: православный календарь на 2022 год 
2022-01-20,"Генсек НАТО пригрозил России ""высокой ценой"" в случае эскалации на Украине "
2022-01-20,В Чехии заявили о готовности направить артснаряды Украине 
2022-01-20,Мощный взрыв прогремел на юго-западе Ганы 
2022-01-20,Cosmos Hotel Group построит премиальный комплекс отдыха на берегу Байкала 
2022-01-20,В Подмосковье загорелась электричка 
2022-01-20,Жителя Смоленской области будут судить по обвинению в реабилитации нацизма 
2022-01-20,На Украине захотели построить космодром на побережье Черного моря 
2022-01-20,В Новгородской области оштрафовали больницу за нарушения антиковидных норм 
2022-01-20,"Пользователи ""ВКонтакте"" пожаловались на сбои в работе соцсети "
2022-01-20,Замглавы Минтранса Токареву предъявили обвинение 
2022-01-20,"Байден заявил, что Украина может быть уверена в поддержке США "
2022-01-20,Вышел трейлер нового фильма Наташи Меркуловой и Алексея Чупова  
2022-01-20,Участковые в Белгородской области получили жилье и служебные машины 
2022-01-20,"Самолеты-разведчики США часто появляются над Украиной, сообщил Лукашевич "
2022-01-20,Евраев отчитался о ста днях работы в статусе врио главы Ярославской области 
2022-01-20,Президент Молдавии обратилась к нации из-за газового кризиса 
2022-01-20,Хорватия может перейти на евро в 2023 году 
2022-01-20,Европарламент принял резолюцию по Казахстану с призывом к санкциям 
2022-01-20,ЦБ может активизировать выпуск банкнот номиналом десять рублей 
2022-01-20,TikTok зарегистрировал личный кабинет на сайте Роскомнадзора 
2022-01-20,Лукашевич удивился реакции ОБСЕ на ужесточение закона о госязыке на Украине 
2022-01-20,"СМИ: украинский ""Байрактар"" патрулирует северо-западную часть Черного моря "
2022-01-20,"Самолет ""Байкал"" может совершить свой первый полет в январе "
2022-01-20,"Стрелки ""часов Судного дня"" близки  к отметке сто секунд до конца света "
2022-01-20,Куда можно поехать со “Спутником Лайт”: список стран и правила въезда 
2022-01-20,Эксперт рассказал о последствиях ужесточения регулирования криптовалют 
2022-01-20,Путин провел телефонный разговор с Мадуро 
2022-01-20,Эксперт назвал проект санкций против России безумной затеей оппозиции 
2022-01-20,"Путин присвоил главе ""Газпрома"" звание Героя Труда "
2022-01-20,Человек был приезжий: Пермякова призналась в двух абортах 
2022-01-20,Референдум по поправкам в конституцию Белоруссии назначили на 27 февраля 
2022-01-20,Лавров и глава МИД Ирана обсудили СВПД 
2022-01-20,Блинкен назвал причины кризиса на Украине 
2022-01-20,СК возбудил дело из-за откровенных фото у мечети в Москве 
2022-01-20,"АО ""Молдовагаз"" полностью выплатило ""Газпрому"" аванс за январь "
2022-01-20,"Памфилова заявила, что ей ""глубоко наплевать"" на проект санкций США "
2022-01-20,В Тюменской области выявили первый случай омикрон-штамма 
2022-01-20,Эксперт назвал угрозу отключения России от SWIFT риторическим приемом 
2022-01-20,"В Киеве ""заминировали"" Офис Зеленского, сообщили СМИ "
2022-01-20,В Самарском университете начнут готовить кандидатов в космонавты 
2022-01-20,Глава российских мусульман в чрезвычайном обращении призвал вакцинироваться 
2022-01-20,В ЦБ планируют штрафовать за нарушения по криптовалютам 
2022-01-20,"Москва ждет быстрого ответа по гарантиям безопасности, заявил Гаврилов "
2022-01-20,Китай выступил против любых официальных контактов США и Тайваня 
2022-01-20,Блинкен назвал встречу с Лавровым хорошей возможностью для консультаций 
2022-01-20,Мир разрушен. Мясников предостерег россиян от опасной ошибки при COVID-19 
2022-01-20,"Все данные по ""Спутнику V"" передали в ВОЗ, заявил Мурашко "
2022-01-20,В ЦБ не будут запрещать россиянам владеть криптовалютами 
2022-01-20,"В США заявили о готовности поддержать возобновление ""нормандского формата"" "
2022-01-20,Блинкен пригрозил России санкциями за пересечение границы с Украиной 
2022-01-20,"Бербок рассказала о расследовании против руководства немецких ""Зеленых""  "
2022-01-20,Россия и Филиппины подписали соглашение о строительстве АЭС малой мощности 
2022-01-20,Источник: Турция планирует переговоры между Россией и Украиной в Стамбуле 
2022-01-20,"Блинкен назвал ""Северный поток — 2"" рычагом давления для США и Германии "
2022-01-20,"Журналистку в прямом эфире сбила машина, но она продолжила репортаж "
2022-01-20,Экспресс-тест на COVID-19 в аэропортах Египта обойдется в 20 долларов 
2022-01-20,"В Белоруссии признали Telegram-чат ""Протестная Россия"" экстремистским "
2022-01-20,"ВСУ попытались скрыть запрещенную технику от ОБСЕ, заявили в ЛНР "
2022-01-20,"В ФСБ рассказали о спецоперации по задержанию фигурантов ""кокаинового дела"" "
2022-01-20,"Мишустин назвал ""омикрон"" более контагиозным, но менее летальным "
2022-01-20,В Мордовии полиция нашла мать брошенного на улице младенца 
2022-01-20,Мантуров прокомментировал возможное ограничение поставок чипов в Россию 
2022-01-20,"Эпидемиолог оценила шанс заразиться ""омикроном"" после ""дельты"" в 15-20% "
